kind,commodity,country,unit,year,value,series_median,ratio_to_median,gbp
hole,"Cotton Manufactures — Piece Goods, Printed (Contd)",Mexico,?,1880,,46641700,,4677465
hole,"Skins, Furs, And Pelts — Goat, Undressed",British East Indies,Number,1891,,2454533,,4614516
hole,"Skins, Furs, And Pelts — Goat, Undressed",British East Indies,Number,1892,,2454533,,4614516
dip,"Silk — Knubs Or Husks Of Silk, And Waste",Hong Kong,Cwt,1885,2318,14911,0.155,4603216
dip,"Silk — Knubs Or Husks Of Silk, And Waste",Hong Kong,Cwt,1895,2031,14911,0.136,4603216
hole,Paper — Of Other Materials,Spain,Number,1884,,555508,,4574336
hole,Paper — Of Other Materials,Spain,Number,1885,,555508,,4574336
hole,Paper — Of Other Materials,Spain,Number,1886,,555508,,4574336
hole,Paper — Of Other Materials,Spain,Number,1887,,555508,,4574336
hole,Paper — Of Other Materials,Spain,Number,1892,,555508,,4574336
dip,Woollen Manufactures — Stuffs,Holland,Yard,1882,531707,4108432,0.129,4572472
dip,Woollen Yarn — Cloths,France,?,1895,9485,42332,0.224,4559109
spike,Woollen Yarn — Cloths,France,?,1898,232405,42332,5.49,4559109
hole,"Wood And Timber — Hewn, Fir",United States Of America,Load,1888,,97445,,4551941
hole,Corn And Grain — Beans,Morocco,Cwt,1879,,458414,,4499475
hole,Corn And Grain — Beans,Morocco,Cwt,1880,,458414,,4499475
hole,Corn And Grain — Beans,Morocco,Cwt,1881,,458414,,4499475
hole,Corn And Grain — Beans,Morocco,Cwt,1882,,458414,,4499475
dip,Corn And Grain — Beans,Morocco,Cwt,1894,21535,458414,0.047,4499475
hole,"Wool — Alpaca, Vicuña, And Llama",Peru,Lb,1892,,3925072,,4482363
hole,"Cotton Manufactures — Piece Goods, Printed",Holland,?,1876,,35548350,,4469730
hole,"Cotton Manufactures — Piece Goods, Printed",Holland,?,1879,,35548350,,4469730
hole,"Leather, Undressed",Victoria,Lb,1884,,4706447,,4408192
hole,"Leather, Undressed",Victoria,Lb,1891,,4706447,,4408192
hole,Lead — Pig And Sheet,Greece,Ton,1898,,7142,,4366078
dip,Wine — White,Italy,Gallon,1874,5260,486036,0.011,4320719
hole,"Drugs — Bark, Peruvian",Ceylon,Cwt,1885,,65126,,4314671
hole,"Drugs — Bark, Peruvian",Ceylon,Cwt,1894,,65126,,4314671
hole,"Drugs — Bark, Peruvian",Ceylon,Cwt,1895,,65126,,4314671
hole,Collodium,Germany,Gallon,1886,,947,,4294256
hole,Collodium,Germany,Gallon,1892,,947,,4294256
dip,Lead — Pig And Sheet,New South Wales,Ton,1897,5703,25528,0.223,4218721
hole,"Copper, Ore Of — Regulus And Precipitate",United States Of America,Ton,1888,,17908,,4185558
hole,"Copper, Ore Of — Regulus And Precipitate",United States Of America,Ton,1889,,17908,,4185558
hole,"Copper, Ore Of — Regulus And Precipitate",United States Of America,Ton,1892,,17908,,4185558
hole,"Copper — Unwrought, In Bars, Blocks Or Slabs, Cakes Or Ingots",New South Wales,Ton,1892,,5696,,4180837
dip,"Copper — Unwrought, In Bars, Blocks Or Slabs, Cakes Or Ingots",New South Wales,Ton,1893,1373,5696,0.241,4180837
spike,Paper — Hangings,Sweden,Cwt,1898,540586,122966,4.396,4118751
hole,"Mutton, Fresh",Holland,Cwt,1883,,123083,,4112382
hole,Dye Woods — Logwood,British Honduras,Ton,1891,,13397,,4087031
hole,Dye Woods — Logwood,British Honduras,Ton,1892,,13397,,4087031
hole,Manures — Unenumerated,Germany,Ton,1877,,48874,,4072715
hole,Manures — Unenumerated,Germany,Ton,1880,,48874,,4072715
hole,Manures — Unenumerated,Germany,Ton,1883,,48874,,4072715
hole,Fish — Cured Or Salted,United States Of America,Cwt,1875,,147714,,4026234
hole,Fish — Cured Or Salted,Norway,Cwt,1875,,141237,,4026208
dip,Fish — Cured Or Salted,Norway,Cwt,1874,12141,141237,0.086,4026208
dip,Fish — Cured Or Salted,Norway,Cwt,1878,31259,141237,0.221,4026208
hole,Paper — Unenumerated,Germany,Cwt,1881,,208708,,4018629
spike,Wax,Portugal,?,1876,6558,1624,4.039,4009758
dip,Wax,Portugal,?,1884,260,1624,0.16,4009758
hole,"Skins, Furs, And Pelts — Undressed",New South Wales,Lb,1891,,5708068,,4005788
hole,"Skins, Furs, And Pelts — Undressed",New South Wales,Lb,1892,,5708068,,4005788
hole,Hemp — Rough Or Undressed,Russia,Cwt,1874,,365464,,4002165
hole,Hemp — Rough Or Undressed,Russia,Cwt,1875,,365464,,4002165
hole,Hemp — Rough Or Undressed,Russia,Cwt,1876,,365464,,4002165
hole,Roasted Or Ground,Other Countries,Lb,1880,,14815,,3952951
dip,Roasted Or Ground,Other Countries,Lb,1875,3107,14815,0.21,3952951
spike,Roasted Or Ground,Other Countries,Lb,1882,255960,14815,17.277,3952951
hole,"Meat, Unenumerated — Salted Or Fresh",Holland,Cwt,1881,,56095,,3946017
dip,"Meat, Unenumerated — Salted Or Fresh",Holland,Cwt,1882,2447,56095,0.044,3946017
hole,Cocoa,Brazil,Lb,1879,,1509610,,3898085
hole,Cocoa,Brazil,Lb,1882,,1509610,,3898085
hole,Cocoa,Brazil,Lb,1883,,1509610,,3898085
hole,Cocoa,Brazil,Lb,1884,,1509610,,3898085
hole,Cocoa,Brazil,Lb,1895,,1509610,,3898085
dip,Cocoa,Brazil,Lb,1885,151962,1509610,0.101,3898085
hole,Animals — Sheep And Lambs,Holland,Number,1876,,282032,,3877289
hole,Animals — Sheep And Lambs,Holland,Number,1878,,282032,,3877289
hole,Cotton — Rape,Bengal,Quarter,1883,,72636,,3874274
hole,Cotton — Rape,Bengal,Quarter,1884,,72636,,3874274
hole,Cotton — Rape,Bengal,Quarter,1891,,72636,,3874274
hole,Cotton — Rape,Bengal,Quarter,1892,,72636,,3874274
spike,Cotton — Rape,Bengal,Quarter,1885,319063,72636,4.393,3874274
dip,Wood And Timber — Fir,United States Of America,Load,1872,39731,171584,0.232,3872582
dip,Hops,Germany,Cwt,1893,3785,23498,0.161,3871407
hole,"Zinc — Manufactures, Unenumerated",Holland,Cwt,1877,,167380,,3864955
hole,"Zinc — Manufactures, Unenumerated",Holland,Cwt,1879,,167380,,3864955
hole,"Zinc — Manufactures, Unenumerated",Holland,Cwt,1884,,167380,,3864955
hole,"Zinc — Manufactures, Unenumerated",Holland,Cwt,1891,,167380,,3864955
hole,"Zinc — Manufactures, Unenumerated",Holland,Cwt,1892,,167380,,3864955
hole,Feathers — Ornamental,British Possessions In South Africa,Lb,1883,,78947,,3858340
hole,Feathers — Ornamental,British Possessions In South Africa,Lb,1885,,78947,,3858340
hole,Feathers — Ornamental,British Possessions In South Africa,Lb,1886,,78947,,3858340
hole,Feathers — Ornamental,British Possessions In South Africa,Lb,1887,,78947,,3858340
hole,Paper — Millboard And Pasteboard,Holland,Cwt,1889,,278480,,3819098
dip,Gum — Kowrie,Australasia,Cwt,1883,22,65143,0.0,3783270
hole,Hemp — Rough Or Undressed,Philippine Islands,Cwt,1874,,340765,,3779116
hole,Hemp — Rough Or Undressed,Philippine Islands,Cwt,1875,,340765,,3779116
hole,Hemp — Rough Or Undressed,Philippine Islands,Cwt,1876,,340765,,3779116
spike,"Flax, Dressed Or Undressed",France,?,1882,11491,2754,4.172,3778773
hole,Wood And Timber — Staves,Norway,Load,1892,,29834,,3769376
hole,"Cotton Manufactures — Piece Goods, Printed",Belgium,?,1876,,22730700,,3768593
hole,"Cotton Manufactures — Piece Goods, Printed",Belgium,?,1879,,22730700,,3768593
hole,Gum — Kowrie,New Zealand,Cwt,1887,,63716,,3758081
hole,Gum — Kowrie,New Zealand,Cwt,1888,,63716,,3758081
hole,Gum — Kowrie,New Zealand,Cwt,1889,,63716,,3758081
hole,Gum — Kowrie,New Zealand,Cwt,1890,,63716,,3758081
hole,Gum — Kowrie,New Zealand,Cwt,1892,,63716,,3758081
hole,"Cards, Playing",British East Indies,Dozen Packs,1898,,19608098,,3741153
hole,Wood And Timber — Oak,British North America,Load,1880,,33610,,3723051
hole,Wood And Timber — Oak,British North America,Load,1882,,33610,,3723051
dip,Slates,United States Of America,?,1898,366400,15080189,0.024,3713413
hole,Cochineal (Including Granilla And Dust),Canary Islands,Cwt,1874,,26740,,3661497
hole,Gutta Percha,Other Countries,Cwt,1873,,782,,3655782
hole,Gutta Percha,Other Countries,Cwt,1877,,782,,3655782
hole,Gutta Percha,Other Countries,Cwt,1881,,782,,3655782
hole,"Skins, Furs, And Pelts — Undressed",Victoria,Lb,1891,,5318095,,3621556
hole,Cocoa,France,Lb,1895,,1406808,,3619308
dip,Cocoa,France,Lb,1872,325962,1406808,0.232,3619308
hole,Corn And Grain — Pease,United States Of America,Cwt,1892,,472578,,3618380
dip,Corn And Grain — Pease,United States Of America,Cwt,1873,60805,472578,0.129,3618380
dip,Corn And Grain — Pease,United States Of America,Cwt,1893,93784,472578,0.198,3618380
hole,Sugar — Molasses,United States Of America,Cwt,1874,,375750,,3595358
hole,Sugar — Molasses,United States Of America,Cwt,1883,,375750,,3595358
hole,Sugar — Molasses,United States Of America,Cwt,1885,,375750,,3595358
hole,Sugar — Molasses,United States Of America,Cwt,1888,,375750,,3595358
dip,Sugar — Molasses,United States Of America,Cwt,1880,92000,375750,0.245,3595358
spike,Oil — Olive,Spain,Tun,1873,17969,4287,4.192,3564667
dip,Oil — Olive,Spain,Tun,1879,411,4287,0.096,3564667
dip,Oil — Olive,Spain,Tun,1887,879,4287,0.205,3564667
hole,Cotton — Rape,British India Bombay And Scinde,Quarter,1876,,87070,,3536222
hole,Cotton — Rape,British India Bombay And Scinde,Quarter,1879,,87070,,3536222
hole,Yeast,Holland,Cwt,1888,,114752,,3532609
dip,Jute — Boots And Shoes,France,Dozen Pairs,1883,2393,37584,0.064,3516218
hole,Woollen Yarn — For Fancy Purposes,Germany,Lb,1876,,857591,,3488697
hole,Woollen Yarn — For Fancy Purposes,Germany,Lb,1895,,857591,,3488697
hole,Tallow And Stearine,Argentine Republic,Cwt,1875,,97898,,3429733
hole,Tallow And Stearine,Argentine Republic,Cwt,1878,,97898,,3429733
dip,Tallow And Stearine,Argentine Republic,Cwt,1881,21899,97898,0.224,3429733
dip,Tallow And Stearine,Argentine Republic,Cwt,1887,22002,97898,0.225,3429733
hole,Sugar — Glucose,United States Of America,Cwt,1895,,693790,,3426426
dip,Sugar — Glucose,United States Of America,Cwt,1888,33931,693790,0.049,3426426
hole,"Skins, Furs, And Pelts — Seal",Other Countries,Number,1876,,39580,,3414135
dip,"Sugar — Refined, Or Rendered By Any Process Equal Thereto : Refined, Total",Belgium,Cwt,1883,106387,466463,0.228,3396402
hole,"Dye Stuffs, And Substances Used In Tanning — Shumach",Italy,Ton,1877,,11851,,3394382
hole,"Dye Stuffs, And Substances Used In Tanning — Shumach",Italy,Ton,1893,,11851,,3394382
dip,"Seeds — Unenumerated, For Expressing Oil Therefrom",France,?,1872,8124,43583,0.186,3358388
hole,"Hides — Not Tanned, &C., Dry",Germany,?,1875,,126451,,3356677
dip,Gold — Leaves Of,Belgium,Number,1872,15647400,65616150,0.238,3257464
hole,"Leather, Undressed",New South Wales,Lb,1891,,3797862,,3246685
hole,"Leather, Undressed",New South Wales,Lb,1892,,3797862,,3246685
dip,Paper — For Printing Or Writing,Germany,Cwt,1875,14421,79323,0.182,3233950
hole,Oil — Fish : Train Or Blubber,Norway,Tun,1884,,6710,,3218486
hole,Oil — Fish : Train Or Blubber,Norway,Tun,1885,,6710,,3218486
hole,"Cards, Playing",British West India Islands,Dozen Packs,1898,,15443326,,3183623
hole,"Cards, Playing",Belgium,Dozen Packs,1880,,7882,,3181229
hole,"Cards, Playing",Belgium,Dozen Packs,1881,,7882,,3181229
hole,"Cards, Playing",Belgium,Dozen Packs,1882,,7882,,3181229
hole,"Cards, Playing",Belgium,Dozen Packs,1885,,7882,,3181229
hole,"Cards, Playing",Belgium,Dozen Packs,1886,,7882,,3181229
hole,"Cards, Playing",Belgium,Dozen Packs,1887,,7882,,3181229
dip,"Cards, Playing",Belgium,Dozen Packs,1897,1315,7882,0.167,3181229
hole,Cork — Unmanufactured,Portugal,Ton,1880,,7082,,3125710
hole,Cork — Unmanufactured,Portugal,Ton,1882,,7082,,3125710
hole,Cork — Unmanufactured,Portugal,Ton,1892,,7082,,3125710
hole,"Cotton Manufactures — Piece Goods, Printed (Contd)",British North America,?,1880,,27020300,,3095201
hole,Bristles,Other Countries,?,1874,,44722,,3090314
hole,Bristles,Other Countries,?,1876,,44722,,3090314
hole,Bristles,Other Countries,?,1879,,44722,,3090314
dip,Bristles,Other Countries,?,1878,10337,44722,0.231,3090314
hole,Corn And Grain — Beans,Turkey,Cwt,1874,,363132,,3084873
hole,Corn And Grain — Beans,Turkey,Cwt,1879,,363132,,3084873
dip,Corn And Grain — Beans,Turkey,Cwt,1875,47802,363132,0.132,3084873
spike,Corn And Grain — Beans,Turkey,Cwt,1894,2934634,363132,8.081,3084873
hole,Fruit — Figs And Fig Cake,Turkey,Cwt,1885,,101847,,3073009
hole,Fruit — Figs And Fig Cake,Turkey,Cwt,1891,,101847,,3073009
dip,Calves,Holland,Number,1892,762,33312,0.023,3067720
hole,Oil — Olive,Turkey,Tun,1874,,3244,,3064525
hole,Oil — Olive,Turkey,Tun,1880,,3244,,3064525
hole,Oil — Olive,Turkey,Tun,1884,,3244,,3064525
hole,Oil — Olive,Turkey,Tun,1885,,3244,,3064525
hole,Oil — Olive,Turkey,Tun,1894,,3244,,3064525
hole,Oil — Olive,Turkey,Tun,1895,,3244,,3064525
dip,Oil — Olive,Turkey,Tun,1873,396,3244,0.122,3064525
dip,Oil — Olive,Turkey,Tun,1876,731,3244,0.225,3064525
hole,Wood And Timber — Staves,Germany,Load,1892,,24356,,3047876
hole,Caoutchouc — Manufactures Of,Germany,?,1874,,139017,,3038646
hole,Caoutchouc — Manufactures Of,Germany,?,1877,,139017,,3038646
hole,Caoutchouc — Manufactures Of,Germany,?,1880,,139017,,3038646
spike,Caoutchouc — Manufactures Of,Germany,?,1881,598251,139017,4.303,3038646
spike,Caoutchouc — Manufactures Of,Germany,?,1883,1310547,139017,9.427,3038646
hole,Paper — Unenumerated,Other Countries,Cwt,1876,,8702,,3032424
hole,Paper — Unenumerated,Other Countries,Cwt,1879,,8702,,3032424
dip,Paper — Unenumerated,Other Countries,Cwt,1883,211,8702,0.024,3032424
hole,Tallow And Stearine,Queensland,Cwt,1887,,103210,,3007335
hole,Tallow And Stearine,Queensland,Cwt,1888,,103210,,3007335
hole,Tallow And Stearine,Queensland,Cwt,1889,,103210,,3007335
hole,Tallow And Stearine,Queensland,Cwt,1890,,103210,,3007335
hole,"Buttons And Studs, Not Of Metal",Holland,Gross,1880,,1681546,,2997051
hole,"Buttons And Studs, Not Of Metal",Holland,Gross,1881,,1681546,,2997051
dip,"Buttons And Studs, Not Of Metal",Holland,Gross,1882,153078,1681546,0.091,2997051
hole,Fruit — Unenumerated : Raw,Canary Islands,Bushel,1892,,215910,,2974623
spike,Fruit — Unenumerated : Raw,Canary Islands,Bushel,1899,904369,215910,4.189,2974623
hole,Onions — Raw,Spain,Bushel,1885,,971900,,2926949
hole,Onions — Raw,Spain,Bushel,1886,,971900,,2926949
hole,Onions — Raw,Spain,Bushel,1888,,971900,,2926949
hole,Onions — Raw,Spain,Bushel,1889,,971900,,2926949
hole,Onions — Raw,Spain,Bushel,1896,,971900,,2926949
dip,"Ivory — Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",French Possessions,Cwt,1893,7,316,0.022,2919156
hole,"Ivory — Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",Tripoli,Cwt,1890,,316,,2895013
hole,"Ivory — Teeth, Elephants', Sea-Cow, Sea-Horse, Or Sea-Morse",Tripoli,Cwt,1892,,316,,2895013
hole,Bristles,China,Lb,1884,,778188,,2889364
hole,Bristles,China,Lb,1886,,778188,,2889364
hole,Wood And Timber — Staves,Russia,Load,1892,,24414,,2878971
dip,Wood And Timber — Staves,Russia,Load,1873,2234,24414,0.092,2878971
hole,Oil Seed Cake,Russia,Ton,1883,,22651,,2859906
hole,"Hides, Not Tanned, Tawed, Curried, Or In Any Way Dressed — Tanned, Not Otherwise Dressed",Australia,Lb,1876,,6262505,,2851990
hole,"Iron — Manufactures Of Iron Or Steel, Unenumerated",China,?,1876,,36495,,2848386
dip,"Iron — Manufactures Of Iron Or Steel, Unenumerated",China,?,1873,2257,36495,0.062,2848386
hole,Quicksilver (Metallic),Portugal,Lb,1873,,2731725,,2844044
dip,Nuts And Kernels — Commonly Used For Expressing Oil Therefrom,British East Indies,Ton,1880,1819,7757,0.234,2842122
hole,"Leather, Undressed",Straits Settlements,Lb,1883,,3753086,,2835311
dip,Paper — For Printing Or Writing,Belgium,Cwt,1874,12082,67169,0.18,2823813
hole,Saltpetre (Nitrate Of Potash),Bengal,Cwt,1884,,180744,,2797334
hole,Saltpetre (Nitrate Of Potash),Bengal,Cwt,1887,,180744,,2797334
hole,Oil — Fish : Train Or Blubber,Canada,Tun,1884,,5845,,2779173
hole,Oil — Fish : Train Or Blubber,Canada,Tun,1885,,5845,,2779173
hole,Oil — Fish : Train Or Blubber,Canada,Tun,1886,,5845,,2779173
hole,Oil — Fish : Train Or Blubber,Canada,Tun,1895,,5845,,2779173
dip,"Skins, Furs, And Pelts — Seal",Whale Fisheries Northern,Number,1890,2749,28259,0.097,2774346
dip,"Skins, Furs, And Pelts — Seal",Whale Fisheries Northern,Number,1895,4537,28259,0.161,2774346
hole,Potatoes,Holland,Cwt,1878,,230155,,2728217
hole,Potatoes,Holland,Cwt,1889,,230155,,2728217
hole,Potatoes,Holland,Cwt,1891,,230155,,2728217
dip,Potatoes,Holland,Cwt,1896,48358,230155,0.21,2728217
hole,Oil — Animal,United States Of America,Cwt,1884,,59149,,2694436
hole,Oil — Animal,United States Of America,Cwt,1885,,59149,,2694436
dip,Oil — Animal,United States Of America,Cwt,1872,13903,59149,0.235,2694436
hole,"Glass — Manufactures, Unenumerated",Holland,Cwt,1875,,56802,,2682799
hole,"Glass — Manufactures, Unenumerated",Holland,Cwt,1880,,56802,,2682799
hole,"Glass — Manufactures, Unenumerated",Holland,Cwt,1881,,56802,,2682799
hole,"Glass — Manufactures, Unenumerated",Holland,Cwt,1885,,56802,,2682799
dip,Paper-Making Materials — Pulp Of Wood,Sweden,Ton,1887,8577,46328,0.185,2675218
hole,"Skins, Furs, And Pelts — Goat, Undressed",British Possessions In South Africa,Number,1882,,1265482,,2656221
hole,"Skins, Furs, And Pelts — Goat, Undressed",British Possessions In South Africa,Number,1887,,1265482,,2656221
hole,"Skins, Furs, And Pelts — Goat, Undressed",British Possessions In South Africa,Number,1889,,1265482,,2656221
hole,"Skins, Furs, And Pelts — Goat, Undressed",British Possessions In South Africa,Number,1890,,1265482,,2656221
hole,Pork — Salted (Not Hams),West Africa (Foreign,?,1876,,2600,,2631461
dip,"Fruit — Unenumerated, Dried",Other Countries,Cwt,1883,1382,11266,0.123,2626033
hole,Fruit — Unenumerated : Raw,France,Bushel,1892,,371468,,2609423
hole,"Iron — Manufactures Of Iron Or Steel, Unenumerated",British India,?,1876,,32230,,2594528
dip,"Iron — Manufactures Of Iron Or Steel, Unenumerated",British India,?,1873,7912,32230,0.245,2594528
hole,Paper — For Printing Or Writing,Sweden,Cwt,1874,,48876,,2585730
dip,"Copper, Ore Of",Canada,Ton,1889,524,6965,0.075,2583917
dip,Pyrites Of Iron Or Copper,Portugal,Ton,1895,8030,51943,0.155,2568707
dip,"Hides, Raw, And Pieces Thereof — Dry",British Possessions In South Africa,Cwt,1882,9084,64115,0.142,2548864
hole,"Glass — Manufactures, Unenumerated",Sweden,Cwt,1880,,38816,,2539613
hole,"Glass — Manufactures, Unenumerated",Sweden,Cwt,1881,,38816,,2539613
hole,"Glass — Manufactures, Unenumerated",Sweden,Cwt,1885,,38816,,2539613
hole,Saltpetre (Nitrate Of Potash),British East Indies,Cwt,1886,,151241,,2527215
hole,Saltpetre (Nitrate Of Potash),British East Indies,Cwt,1887,,151241,,2527215
hole,"Silk — Knubs Or Husks Of Silk, And Waste",British East Indies,Cwt,1883,,6960,,2514380
hole,"Silk — Knubs Or Husks Of Silk, And Waste",British East Indies,Cwt,1884,,6960,,2514380
hole,"Flowers, Artificial — Apples, Raw",United States Of America,Bushel,1887,,1516201,,2481341
hole,Spirits — Not Tested For Ascertaining Strength,France,Gallon,1884,,4268,,2467486
hole,Spirits — Not Tested For Ascertaining Strength,France,Gallon,1885,,4268,,2467486
dip,Spirits — Not Tested For Ascertaining Strength,France,Gallon,1882,109,4268,0.026,2467486
hole,Oil — Train Or Blubber,Canada,Tun,1874,,7892,,2453466
hole,Oil — Train Or Blubber,Canada,Tun,1878,,7892,,2453466
hole,"Zinc — Manufactures, Unenumerated",Germany,Cwt,1877,,99365,,2447427
hole,"Zinc — Manufactures, Unenumerated",Germany,Cwt,1879,,99365,,2447427
hole,"Zinc — Manufactures, Unenumerated",Germany,Cwt,1884,,99365,,2447427
hole,"Zinc — Manufactures, Unenumerated",Germany,Cwt,1891,,99365,,2447427
hole,"Zinc — Manufactures, Unenumerated",Germany,Cwt,1892,,99365,,2447427
hole,Plumbago,British East Indies,Ton,1886,,7944,,2438800
hole,Plumbago,British East Indies,Ton,1887,,7944,,2438800
hole,Plumbago,British East Indies,Ton,1892,,7944,,2438800
hole,Potatoes,Belgium,Cwt,1878,,290965,,2434436
hole,Potatoes,Belgium,Cwt,1882,,290965,,2434436
hole,Potatoes,Belgium,Cwt,1884,,290965,,2434436
hole,Potatoes,Belgium,Cwt,1888,,290965,,2434436
hole,Potatoes,Belgium,Cwt,1889,,290965,,2434436
hole,Potatoes,Belgium,Cwt,1890,,290965,,2434436
dip,Potatoes,Belgium,Cwt,1896,3556,290965,0.012,2434436
hole,Ivory — Vegetable,Germany,Cwt,1887,,6044,,2427266
hole,Ivory — Vegetable,Germany,Cwt,1888,,6044,,2427266
hole,Ivory — Vegetable,Ecuador,Cwt,1887,,5421,,2417701
hole,Ivory — Vegetable,Ecuador,Cwt,1888,,5421,,2417701
spike,Ivory — Vegetable,Ecuador,Cwt,1889,21827,5421,4.026,2417701
hole,Fish — Cured Or Salted,France,Cwt,1875,,83930,,2400132
hole,"Fruit — Preserved Without Sugar, Unenumerated",Italy,Lb,1873,,11701366,,2397087
hole,"Fruit — Preserved Without Sugar, Unenumerated",Italy,Lb,1875,,11701366,,2397087
hole,"Fruit — Preserved Without Sugar, Unenumerated",Italy,Lb,1882,,11701366,,2397087
hole,"Fruit — Preserved Without Sugar, Unenumerated",Italy,Lb,1884,,11701366,,2397087
hole,"Fruit — Preserved Without Sugar, Unenumerated",Italy,Lb,1887,,11701366,,2397087
dip,Beef — Fresh,Queensland,Cwt,1892,54000,404608,0.133,2395613
hole,Tallow And Stearine,Uruguay,Cwt,1875,,53010,,2393679
hole,Tallow And Stearine,Uruguay,Cwt,1878,,53010,,2393679
dip,Tallow And Stearine,Uruguay,Cwt,1887,11482,53010,0.217,2393679
dip,Tallow And Stearine,Uruguay,Cwt,1890,12712,53010,0.24,2393679
hole,Plumbago,Ceylon,Ton,1882,,4633,,2382201
hole,Plumbago,Ceylon,Ton,1883,,4633,,2382201
hole,Plumbago,Ceylon,Ton,1884,,4633,,2382201
hole,Plumbago,Ceylon,Ton,1885,,4633,,2382201
hole,Plumbago,Ceylon,Ton,1887,,4633,,2382201
hole,Plumbago,Ceylon,Ton,1888,,4633,,2382201
hole,Plumbago,Ceylon,Ton,1889,,4633,,2382201
hole,Plumbago,Ceylon,Ton,1890,,4633,,2382201
hole,Manures — Guano,Bolivia,Ton,1874,,14372,,2372678
hole,Manures — Guano,Bolivia,Ton,1880,,14372,,2372678
hole,Manures — Guano,Bolivia,Ton,1881,,14372,,2372678
hole,Manures — Guano,Bolivia,Ton,1885,,14372,,2372678
hole,Linen Yarn,France,Lb,1874,,2001700,,2363827
hole,Linen Yarn,France,Lb,1875,,2001700,,2363827
hole,Linen Yarn,France,Lb,1876,,2001700,,2363827
hole,Linen Yarn,France,Lb,1877,,2001700,,2363827
hole,Linen Yarn,France,Lb,1878,,2001700,,2363827
hole,Linen Yarn,France,Lb,1879,,2001700,,2363827
hole,Linen Yarn,France,Lb,1880,,2001700,,2363827
hole,Linen Yarn,France,Lb,1888,,2001700,,2363827
dip,Linen Yarn,France,Lb,1881,278446,2001700,0.139,2363827
dip,Linen Yarn,France,Lb,1885,58663,2001700,0.029,2363827
dip,Linen Yarn,France,Lb,1897,278390,2001700,0.139,2363827
hole,Gum — Arabic,British East Indies,Cwt,1883,,27753,,2350191
hole,Gum — Arabic,British East Indies,Cwt,1885,,27753,,2350191
hole,Gum — Arabic,British East Indies,Cwt,1891,,27753,,2350191
hole,"Wool — Alpaca, Llama, And Vicuna",Peru,Lb,1873,,3610053,,2348435
hole,"Wool — Alpaca, Llama, And Vicuna",Peru,Lb,1874,,3610053,,2348435
hole,"Cards, Playing",United States Of America,Dozen Packs,1880,,8584,,2333376
dip,"Cards, Playing",United States Of America,Dozen Packs,1877,1750,8584,0.204,2333376
spike,"Cards, Playing",United States Of America,Dozen Packs,1882,36786,8584,4.285,2333376
hole,Fruit — Unenumerated : Raw,Holland,Bushel,1892,,294864,,2321493
hole,"Flowers, Artificial — Raw, Not Otherwise Described",Belgium,Bushel,1873,,950793,,2315199
hole,"Flowers, Artificial — Raw, Not Otherwise Described",Belgium,Bushel,1875,,950793,,2315199
hole,Cotton Manufactures — Unenumerated,France,?,1876,,538693,,2311204
hole,Cotton Manufactures — Unenumerated,France,?,1880,,538693,,2311204
hole,Cotton Manufactures — Unenumerated,France,?,1882,,538693,,2311204
hole,Wood And Timber — Staves,United States Of America,Load,1892,,19642,,2304913
hole,Rags And Other Materials For Making Paper — Linen And Cotton,Germany,Ton,1873,,9056,,2295569
hole,Rags And Other Materials For Making Paper — Linen And Cotton,Germany,Ton,1874,,9056,,2295569
hole,Rags And Other Materials For Making Paper — Linen And Cotton,Germany,Ton,1875,,9056,,2295569
hole,"Hats Or Bonnets — Tawed, Curried, Or In Any Way Dressed, Not Being Varnished, Japanned, Or Enamelled",United States Of America,Lb,1873,,1543715,,2289002
dip,"Hats Or Bonnets — Tawed, Curried, Or In Any Way Dressed, Not Being Varnished, Japanned, Or Enamelled",United States Of America,Lb,1874,346105,1543715,0.224,2289002
hole,Watches,Belgium,Number,1877,,414951,,2232442
hole,Watches,Belgium,Number,1880,,414951,,2232442
hole,Watches,Belgium,Number,1881,,414951,,2232442
hole,"Flax, Dressed Or Undressed — Tow Or Codilla Of",Russia,Cwt,1888,,146049,,2225207
hole,Hemp — Dressed Or Undressed,Hong Kong,Cwt,1893,,70979,,2208826
hole,Hemp — Dressed Or Undressed,Hong Kong,Cwt,1894,,70979,,2208826
hole,Hemp — Dressed Or Undressed,Hong Kong,Cwt,1895,,70979,,2208826
hole,"Animals, Living — Sheep And Lambs",Denmark,Number,1881,,65439,,2205549
hole,"Animals, Living — Sheep And Lambs",Denmark,Number,1882,,65439,,2205549
hole,"Animals, Living — Sheep And Lambs",Denmark,Number,1887,,65439,,2205549
dip,"Animals, Living — Sheep And Lambs",Denmark,Number,1897,12797,65439,0.196,2205549
hole,Hemp — Rough Or Undressed,Italy,Cwt,1874,,172070,,2196252
hole,Hemp — Rough Or Undressed,Italy,Cwt,1875,,172070,,2196252
hole,Hemp — Rough Or Undressed,Italy,Cwt,1876,,172070,,2196252
dip,"Leather — Tanned, Unwrought",France,?,1876,6777,31869,0.213,2191850
hole,Fruit — Unenumerated : Raw,Germany,Bushel,1892,,267360,,2178152
hole,Lead — Ore Of,Italy,Ton,1885,,5849,,2169714
hole,Lead — Ore Of,Italy,Ton,1889,,5849,,2169714
